N° inventaire,Date de réception,Titre,Auteur,Editeur,Date d'édition,Lieu d'édition,Edition,Mode d'acquisition,Statut,Fournisseur,N° achat,Prix,Cote,Localisation,Observation
3812,2024-04-21,Advanced Data Structures: Theory and Applications,"Saha,Suman",,2019.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,33000.0,005.7 SAH/1,ENSIA,
3813,2024-04-21,Advanced Data Structures: Theory and Applications,"Saha,Suman",,2019.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,33000.0,005.7 SAH/2,ENSIA,
3814,2024-04-21,Advanced Data Structures: Theory and Applications,"Saha,Suman",,2019.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,33000.0,005.7 SAH/3,ENSIA,
3815,2024-04-21,Agile Strategy Management : Techniques for Continuous Alignment and Improvement,"Lyngso,Soren",,2014.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,26000.0,658.4012 LYN/1,ENSIA,
3816,2024-04-21,Agile Strategy Management : Techniques for Continuous Alignment and Improvement,"Lyngso,Soren",,2014.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,26000.0,658.4012 LYN/2,ENSIA,
3817,2024-04-21,Agile Strategy Management : Techniques for Continuous Alignment and Improvement,"Lyngso,Soren",,2014.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,26000.0,658.4012 LYN/3,ENSIA,
3818,2024-04-21,AI for the Sustainable Development Goals,"Saetra, Henrik Skaug",,2022.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,338.927 SEA/1,ENSIA,
3819,2024-04-21,AI for the Sustainable Development Goals,"Saetra, Henrik Skaug",,2022.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,338.927 SEA/2,ENSIA,
382,2021-12-27,Security for Multihop Wireless Networks,Khan Shafiullah,CRC Press,2014.0,USA,,Achat,Prêt externe,Planete livres diffusion,0244/21,25800.0,621.382.KHAN/2,ENSIA,
3820,2024-04-21,AI Meets BI : Artificial Intelligence and Business Intelligence,"Bulusu,Lakshman",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,9000.0,006.3 BUL/1,ENSIA,
3821,2024-04-21,AI Meets BI : Artificial Intelligence and Business Intelligence,"Bulusu,Lakshman",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,9000.0,006.3 BUL/2,ENSIA,
3822,2024-04-21,Artificial intelligence : With an introduction to machine learning,"Neapolitan, Richard E.",,2018.0,,,Achat,Consultation sur place,Planete livres diffusion,0264/2024,25000.0,006.3 NEA/1,ENSIA,
3823,2024-04-21,Artificial intelligence : With an introduction to machine learning,"Neapolitan, Richard E.",,2018.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,25000.0,006.3 NEA/2,ENSIA,
3824,2024-04-21,Artificial Intelligence (AI) : Recent Trends and Applications,"Suguna,S.Kanimozhi",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,33000.0,006.3 SUG/1,ENSIA,
3825,2024-04-21,Artificial Intelligence (AI) : Recent Trends and Applications,"Suguna,S.Kanimozhi",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,33000.0,006.3 SUG/2,ENSIA,
3826,2024-04-21,Artificial Intelligence and Cybersecurity : Advances and Innovations (Green Engineering and Technology),"Priyadarshini,Ishaani",,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,31000.0,006.3 PRI/1,ENSIA,
3827,2024-04-21,Artificial Intelligence and Cybersecurity : Advances and Innovations (Green Engineering and Technology),"Priyadarshini,Ishaani",,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,31000.0,006.3 PRI/2,ENSIA,
3828,2024-04-21,Artificial Intelligence and Data Mining for Mergers and Acquisitions,"Chanda, Debasis",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,30000.0,338.8 CHA/1,ENSIA,
3829,2024-04-21,Artificial Intelligence and Data Mining for Mergers and Acquisitions,"Chanda, Debasis",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,30000.0,338.8 CHA/2,ENSIA,
383,2021-11-27,Security in the Private Cloud,"Vacca, John",CRC Press,2017.0,USA,,Achat,Prêt externe,,,,004.67.VAC/1,ENSIA,
3830,2024-04-21,Artificial Intelligence and Machine Learning in 2D-3D Medical Image Processing,"Raja, Rohit",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,23000.0,616.07 RAJ/1,ENSIA,
3831,2024-04-21,Artificial Intelligence and Machine Learning in 2D-3D Medical Image Processing,"Raja, Rohit",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,23000.0,616.07 RAJ/2,ENSIA,
3832,2024-04-21,Artificial Intelligence for Business Optimization : research and applications,"Unhelkar, Bhuvan",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,19000.0,658.4 UNH/1,ENSIA,
3833,2024-04-21,Artificial Intelligence for Business Optimization : research and applications,"Unhelkar, Bhuvan",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,19000.0,658.4 UNH/2,ENSIA,
3834,2024-04-21,Artificial Intelligence for the Internet of Health Things,"Shankar, K.",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,19000.0,610.285 CHA/1,ENSIA,
3835,2024-04-21,Artificial Intelligence for the Internet of Health Things,"Shankar, K.",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,19000.0,610.285 CHA/2,ENSIA,
3836,2024-04-21,Artificial Intelligence Hardware Design: Challenges and Solutions,"Chen Liu, Albert Chun",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,21000.0,006.3 CHE/1,ENSIA,
3837,2024-04-21,Artificial Intelligence Hardware Design: Challenges and Solutions,"Chen Liu, Albert Chun",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,21000.0,006.3 CHE/2,ENSIA,
3838,2024-04-21,Artificial Intelligence Hardware Design: Challenges and Solutions,"Chen Liu, Albert Chun",,2021.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,21000.0,006.3 CHE/3,ENSIA,
3839,2024-04-21,Academic Writing with Corpora : A Resource Book for Data-Driven Learning,SECCOMDE TATYANA KARENKO,Routledge,2020.0,USA,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,,ENSIA,
384,,Security in the Private Cloud,"Vacca, John",CRC Press,2017.0,USA,,Achat,Prêt externe,,,,004.67.VAC/2,,
3840,2024-04-21,Academic Writing with Corpora : A Resource Book for Data-Driven Learning,SECCOMDE TATYANA KARENKO,Routledge,2020.0,USA,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,,ENSIA,
3841,2024-04-21,Academic Writing with Corpora : A Resource Book for Data-Driven Learning,SECCOMDE TATYANA KARENKO,Routledge,2020.0,USA,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,,ENSIA,
3842,2024-04-21,English for Academic Research : Grammar Exercises,"Wallwork, Adrian",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,808.042 WAL/1,ENSIA,
3843,2024-04-21,English for Academic Research : Grammar Exercises,"Wallwork, Adrian",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,808.042 WAL/2,ENSIA,
3844,2024-04-21,English for Academic Research : Grammar Exercises,"Wallwork, Adrian",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,808.042 WAL/3,ENSIA,
3845,2024-04-21,"English for Academic Research: Grammar, Usage and Style","Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,428 WAL/1,ENSIA,
3846,2024-04-21,"English for Academic Research: Grammar, Usage and Style","Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,428 WAL/2,ENSIA,
3847,2024-04-21,"English for Academic Research: Grammar, Usage and Style","Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,428 WAL/3,ENSIA,
3848,2024-04-21,English for Academic Research : Vocabulary Exercises,"Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,428 WAL/1,ENSIA,
3849,2024-04-21,English for Academic Research : Vocabulary Exercises,"Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,428 WAL/2,ENSIA,
385,2021-12-27,Signal and Image Processing for Biometrics,Nait-Ali Amine,Wiley-ISTE,2012.0,USA,,Achat,Prêt externe,Planete livres diffusion,0244/21,27360.0,621.382.NAI/1,ENSIA,
3850,2024-04-21,English for Academic Research : Vocabulary Exercises,"Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,428 WAL/3,ENSIA,
3851,2024-04-21,"English for Academic Research : Wallwork, Adrian.","Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,808.042 WAL/1,ENSIA,
3852,2024-04-21,"English for Academic Research : Wallwork, Adrian.","Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,808.042 WAL/2,ENSIA,
3853,2024-04-21,"English for Academic Research : Wallwork, Adrian.","Wallwork, Adrian.",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,808.042 WAL/3,ENSIA,
3854,2024-04-21,Computer Organization and architecture : designing for performance - Global Edition,"Stallings,William",,2022.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,14000.0,004.2 STA,ENSIA,
3855,2024-04-21,How Computers Work : the evolution of technology,"White, Ron",,2015.0,,10t ed.,Achat,Consultation sur place,Planete livres diffusion,0264/2024,6000.0,004.16 WHI/1,ENSIA,
3856,2024-04-21,Understanding Analysis,Axeler.Sheldon,,2010.0,,2 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,515 AXL/1,ENSIA,
3857,2024-04-21,Understanding Analysis,Axeler.Sheldon,,2010.0,,2 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,515 AXL/2,ENSIA,
3858,2024-04-21,Understanding Analysis,Axeler.Sheldon,,2010.0,,2 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,515 AXL/3,ENSIA,
3859,2024-04-21,Understanding Analysis,Axeler.Sheldon,,2010.0,,2 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,515 AXL/4,ENSIA,
386,2021-12-27,"Smart Grid: Networking, Data Management, and Business Models",Hussein T. Mouftah,CRC Press,2016.0,USA,,Achat,Prêt externe,Planete livres diffusion,0244/21,32490.0,621.319MOU/1,ENSIA,
3860,2024-04-21,Understanding Analysis,Axeler.Sheldon,,2010.0,,2 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,515 AXL/5,ENSIA,
3861,2024-04-21,Understanding Analysis,Axeler.Sheldon,,2010.0,,2 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,515 AXL/6,ENSIA,
3862,2024-04-21,Cambridge English Skills Real Listening and Speaking 1,,,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,7000.0,,ENSIA,
3863,,Cambridge English Skills Real Listening and Speaking 2,,,,,,Achat,Prêt externe,,,,,ENSIA,
3864,2024-04-21,Cambridge English Skills Real Listening and Speaking 3,,,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,7000.0,,ENSIA,
3865,2024-04-21,Cambridge English Skills Real Listening and Speaking 4,,,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,7000.0,,ENSIA,
3866,2024-04-21,Data Structures and Algorithm Analysis in C++ (4rd Edition),"Allen Weiss, Mark",,2014.0,,,Achat,Consultation sur place,Planete livres diffusion,0264/2024,3000.0,005.73 ALL/1,ENSIA,
3867,,JavaScript : The Definitive Guide: Master the World's Most-Used Programming Language,"Flanagan, David",,2020.0,China,7 Ed,Achat,Prêt externe,,,,005.276 FLA/1,ENSIA,
3868,2024-04-21,Disciplined Entrepreneurship: 24 Steps to a Successful Startup,"Aulet, Bill",,2013.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,6000.0,658.11 AUL/1,ENSIA,
3869,2024-04-21,Computer Organization and Design : The Hardware/Software. Interface,"A.Patterson, David",,2018.0,,2ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,17000.0,621.381PAT,ENSIA,
387,2021-12-27,"Smart Grid: Networking, Data Management, and Business Models",Hussein T. Mouftah,CRC Press,2016.0,USA,,Achat,Prêt externe,Planete livres diffusion,0244/21,32490.0,621.319MOU/2,ENSIA,
3870,,Introduction to the Theory of Computation,"Sipser,Michael",,2022.0,,3ed.,Achat,Consultation sur place,,,,515.3 SIP,ENSIA,
3871,2024-04-21,"Integral Transforms and Their Applications,","Debnath, Lokenath.",,2015.0,,Third Ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,25000.0,515.723 DEB/1,ENSIA,
3872,2024-04-21,Artificial Intelligence - Structures and Strategies for Complex Problem Solving,"Luger, George F.",,2009.0,,6 Ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,34000.0,006.3 LUG/1,ENSIA,
3873,2024-04-21,Getting Started with Arduino : The Open Source Electronics Prototyping Platform,Banzi; Massimo,,2022.0,,4ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,3400.0,621.39 BAN/1,ENSIA,
3874,2024-04-21,Statistical Pattern Recognition,"Webb, A. R. (Andrew R.)",,2011.0,,3ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,12000.0,006.4 WEB,ENSIA,
3875,2024-04-21,"Systems Analysis and Design: An Object-Oriented Approach with UML 6th Edition,","Dennis,Alan",,2019.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,12000.0,004.21 DEN,ENSIA,
3876,2024-04-21,Computer Networks: A Systems Approach,"L.Peterson,Larry",,2022.0,,6 ed.,Achat,Consultation sur place,Planete livres diffusion,0264/2024,21000.0,004 PET,ENSIA,
3877,2024-04-21,Data Mining : Concepts and Techniques,"Han, Jiawei",,2023.0,,,Achat,Consultation sur place,Planete livres diffusion,0264/2024,15000.0,006.312 HAN/1,ENSIA,
3878,2024-04-21,Introduction to Computer Security,Goodrich;Michael,,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,14000.0,005.8 GOO/1,ENSIA,
3879,,Giving Academic Presentations,"Reinhart, Susan M",,2013.0,,2ed.,Achat,Prêt externe,,,,420 REI,ENSIA,
388,2021-12-27,Spatial Data Analysis in Ecology and Agriculture Using R,Plant Richard E,CRC Press,2019.0,USA,,Achat,Prêt externe,Planete livres diffusion,0244/21,15596.0,577.55.PLA/1,ENSIA,
3880,2024-04-21,"Probabilistic robotics. Sebastian Thrun, Wolfram Burgard, and Dieter Fox","Thrun, Sebastian",,2005.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,17000.0,629.892 THR/1,ENSIA,
3881,2024-04-21,"Artificial intelligence a modern approach : The application in healthcare, industry and more. The fascinating topic of machine learning and prediction machines. The complexity explained for beginners","Baker, Chris",,,paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,006.3 BAK/1,ENSIA,
3882,2024-04-21,"Superintelligence : Paths, Dangers, Strategies","Bostrom, Nick",,2014.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,006.3 BOS/1,ENSIA,
3883,2024-04-21,Moral Machines,"Wallach, wendell",,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,5000.0,629.892 WAL,ENSIA,
3884,2024-04-21,Computer Vision Algorithms and Applications : Algorithms and Applications,"Szeliski, Richard",,2022.0,London,2ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,11000.0,006.37 SZE/1,ENSIA,
3885,2024-04-21,Computer Vision Algorithms and Applications : Algorithms and Applications,"Szeliski, Richard",,2022.0,London,2ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,11000.0,,ENSIA,
3886,2024-04-21,Computer Vision Algorithms and Applications : Algorithms and Applications,"Szeliski, Richard",,2022.0,London,2ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,11000.0,006.37 SZE/3,ENSIA,
3887,2024-04-21,"Database Systems : Design, Implementation, & Management","Coronel, Carlos",,2019.0,,13 ED.,Achat,Prêt externe,Planete livres diffusion,0264/2024,14000.0,005.74 COR,ENSIA,
3888,2024-04-21,Patterns of Enterprise Application Architecture 1st Edition,"Fowler, Martin",,2003.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,11000.0,005.1 FOW/1,ENSIA,
3889,2024-04-21,"Big Data : Algorithms, Analytics, and Applications","li ,kuan-ching",,2020.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,9000.0,005.7 DAT,ENSIA,
389,2021-12-27,Statistical Models and Methods for Biomedical and TechnicalSystems,Vonta Filia,BIRKHAUSER,2008.0,FRANCE,,Achat,Prêt externe,Planete livres diffusion,0244/21,39140.0,610.28.4.VON/1,ENSIA,
3890,2024-04-21,"Big Data Fundamentals : Concepts, Drivers & Techniques","Erl, Thomas",,2016.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,6000.0,006.312 ERL/1,ENSIA,
3891,2024-04-21,An Introduction to Parallel Programming,"Pacheco, Peter S",,,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,13000.0,005.275 PAC/1,ENSIA,
3892,2024-04-21,Structured Parallel Programming : Patterns for Efficient Computation,"McCool, Michael D.",,2012.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,10000.0,005.1MCC/1,ENSIA,
3893,2024-04-21,Project Management in Practice,Shafer;Meredith,,2021.0,,7ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,9000.0,658.404 SHA/1,ENSIA,
3894,2024-04-21,Computer Vision : a modern approach,"Forsyth, David.",,2003.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,14000.0,006.37 FOR/1,ENSIA,
3895,2024-04-21,Computer Vision : a modern approach,"Forsyth, David.",,2003.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,14000.0,006.37 FOR/2,ENSIA,
3896,2024-04-21,Computer Vision : a modern approach,"Forsyth, David.",,2003.0,,,Achat,Prêt externe,Planete livres diffusion,0264/2024,14000.0,006.37 FOR/3,ENSIA,
3897,2024-04-21,L'intelligence artificielle par la pratique/ 2éme édition,"Faltings, Boi",,2017.0,Lausanne : Presses polytechniques et universitaires romandes,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,006.307 6 FAL/1,ENSIA,
3898,2024-04-21,L'intelligence artificielle par la pratique/ 2éme édition,"Faltings, Boi",,2017.0,Lausanne : Presses polytechniques et universitaires romandes,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,006.307 6 FAL/2,ENSIA,
3899,2024-04-21,L'intelligence artificielle par la pratique/ 2éme édition,"Faltings, Boi",,2017.0,Lausanne : Presses polytechniques et universitaires romandes,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,006.307 6 FAL/3,ENSIA,
39,2021-11-01,Programmation Linéaire,BENGHEZAL AMAR FAROUK,Office des Publications Universitaires,2017.0,ALGER,3E ED,Achat,Prêt externe,opu,2021-11-01 00:00:00,,519.72/BEN/2,ENSIA,
390,2021-12-27,"Structural analysis : principles, methods and modelling",Ranzi.?Gianluca,CRC Press,2015.0,france,,Achat,Consultation sur place,Planete livres diffusion,0244/21,15200.0,624.1.RAN/1,ENSIA,
3900,2024-04-21,L'intelligence artificielle par la pratique/ 2éme édition,"Faltings, Boi",,2017.0,Lausanne : Presses polytechniques et universitaires romandes,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,006.307 6 FAL/4,ENSIA,
3901,2024-04-21,L'intelligence artificielle par la pratique/ 2éme édition,"Faltings, Boi",,2017.0,Lausanne : Presses polytechniques et universitaires romandes,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,006.307 6 FAL/5,ENSIA,
3902,2024-04-21,L'intelligence artificielle par la pratique/ 2éme édition,"Faltings, Boi",,2017.0,Lausanne : Presses polytechniques et universitaires romandes,,Achat,Prêt externe,Planete livres diffusion,0264/2024,8000.0,006.307 6 FAL/5,ENSIA,
3903,2024-04-21,Exercices en langage C++ : 178 exercices corrigés,"Delannoy, Claude",,2018.0,Paris,4e éd,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,005.133 DEL,ENSIA,
3904,2024-04-21,Exercices en langage C++ : 178 exercices corrigés,"Delannoy, Claude",,2018.0,Paris,4e éd,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,005.133 DEL,ENSIA,
3905,2024-04-21,Exercices en langage C++ : 178 exercices corrigés,"Delannoy, Claude",,2018.0,Paris,4e éd,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,005.133 DEL,ENSIA,
3906,2024-04-21,Exercices en langage C++ : 178 exercices corrigés,"Delannoy, Claude",,2018.0,Paris,4e éd,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,005.133 DEL,ENSIA,
3907,2024-04-21,Exercices en langage C++ : 178 exercices corrigés,"Delannoy, Claude",,2018.0,Paris,4e éd,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,005.133 DEL,ENSIA,
3908,2024-04-21,Exercices en langage C++ : 178 exercices corrigés,"Delannoy, Claude",,2018.0,Paris,4e éd,Achat,Prêt externe,Planete livres diffusion,0264/2024,3000.0,005.133 DEL,ENSIA,
3909,2024-04-21,Algorithmique et développement Python : cours et exemples d'applications,"Fadil, Abderrahmane",,2021.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,005.133 FAD/1,ENSIA,
391,2021-12-27,"Structural analysis : principles, methods and modelling",Ranzi.?Gianluca,CRC Press,2015.0,france,,Achat,Prêt externe,Planete livres diffusion,0244/21,15200.0,624.1.RAN/2,ENSIA,
3910,2024-04-21,Algorithmique et développement Python : cours et exemples d'applications,"Fadil, Abderrahmane",,2021.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,005.133 FAD/2,ENSIA,
3911,2024-04-21,Algorithmique et développement Python : cours et exemples d'applications,"Fadil, Abderrahmane",,2021.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,005.133 FAD/3,ENSIA,
3912,2024-04-21,Algorithmique et développement Python : cours et exemples d'applications,"Fadil, Abderrahmane",,2021.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,005.133 FAD/4,ENSIA,
3913,2024-04-21,Arduino : maîtrisez sa programmation et ses cartes d'interface (shields),"Tavernier, Christian",Dunod,2014.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,621.395 ARD/1,ENSIA,
3914,2024-04-21,Arduino : maîtrisez sa programmation et ses cartes d'interface (shields),"Tavernier, Christian",Dunod,2014.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,621.395 ARD/2,ENSIA,
3915,2024-04-21,Arduino : maîtrisez sa programmation et ses cartes d'interface (shields),"Tavernier, Christian",Dunod,2014.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,621.395 ARD/3,ENSIA,
3916,2024-04-21,"Bases de données : concepts, utilisation et développement","hainaut, jean-luc",,2022.0,,5ed.,Achat,Consultation sur place,Planete livres diffusion,0264/2024,4000.0,004.75 HAI,ENSIA,
3917,2024-04-21,"Bases de données : concepts, utilisation et développement","hainaut, jean-luc",,2022.0,,5ed.,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,004.75 HAI,ENSIA,
3918,2024-04-21,Introduction aux probabilités avec Python,"Alhalel, Thierry",,2021.0,Malakoff,,Achat,Prêt externe,Planete livres diffusion,0264/2024,2000.0,519.202 85 ALH/1,ENSIA,
3919,2024-04-21,Introduction aux probabilités avec Python,"Alhalel, Thierry",,2021.0,Malakoff,,Achat,Prêt externe,Planete livres diffusion,0264/2024,2000.0,519.202 85 ALH/2,ENSIA,
392,2021-12-27,Supervision and Safety of Complex Systems,Matta Nada,Wiley-ISTE,2012.0,USA,,Achat,Prêt externe,Planete livres diffusion,0244/21,31350.0,658.NAD/1,ENSIA,
3920,2024-04-21,Introduction aux probabilités avec Python,"Alhalel, Thierry",,2021.0,Malakoff,,Achat,Prêt externe,Planete livres diffusion,0264/2024,2000.0,519.202 85 ALH/3,ENSIA,
3921,2024-04-21,Introduction aux probabilités avec Python,"Alhalel, Thierry",,2021.0,Malakoff,,Achat,Prêt externe,Planete livres diffusion,0264/2024,2000.0,519.202 85 ALH/4,ENSIA,
3922,2024-04-21,Introduction aux probabilités avec Python,"Alhalel, Thierry",,2021.0,Malakoff,,Achat,Prêt externe,Planete livres diffusion,0264/2024,2000.0,519.202 85 ALH/5,ENSIA,
3923,2024-04-21,Introduction aux probabilités avec Python,"Alhalel, Thierry",,2021.0,Malakoff,,Achat,Prêt externe,Planete livres diffusion,0264/2024,2000.0,519.202 85 ALH/6,ENSIA,
3924,2024-04-21,"R pour les data sciences : importer, classer, transformer, visualiser et modéliser les données","Wickham, Hadley",,2018.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,6000.0,006.312 WIC/1,ENSIA,
3925,2024-04-21,"R pour les data sciences : importer, classer, transformer, visualiser et modéliser les données","Wickham, Hadley",,2018.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,6000.0,006.312 WIC/2,ENSIA,
3926,2024-04-21,"Apprendre à programmer avec C et Python : cours & exercices corrigés : DUT et licence 1 informatique, BTS services informatiques aux organisations","Felea, Violeta",,2015.0,Paris,,Achat,Consultation sur place,Planete livres diffusion,0264/2024,6000.0,518.107 6 FEL/1,ENSIA,
3927,2024-04-21,"Apprendre à programmer avec C et Python : cours & exercices corrigés : DUT et licence 1 informatique, BTS services informatiques aux organisations","Felea, Violeta",,2015.0,Paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,6000.0,518.107 6 FEL/2,ENSIA,
3928,2024-04-21,"Algèbre : arithmétique pour l'informatique : cours & exercices corrigés, licence 2 & 3","Wassef,Pierre",,2014.0,paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,513.12 WAS,ENSIA,
3929,2024-04-21,"Algèbre : arithmétique pour l'informatique : cours & exercices corrigés, licence 2 & 3","Wassef,Pierre",,2014.0,paris,,Achat,Prêt externe,Planete livres diffusion,0264/2024,4000.0,513.12 WAS,ENSIA,
393,2021-11-27,Systems Design for Remote Healthcare,"Maharatna, Koushik",Springer,2014.0,USA,,Achat,Prêt externe,,,,621.MAH/1,ENSIA,
3930,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/1,ENSIA,
3931,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/2,ENSIA,
3932,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/3,ENSIA,
3933,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/4,ENSIA,
3934,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/5,ENSIA,
3935,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/6,ENSIA,
3936,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/7,ENSIA,
3937,,Exercices corrigés d'algèbre,Mortad Mohammed Hichem,,2015.0,Alger,,Achat,Prêt externe,,,,512 MOR/8,ENSIA,
