N° inventaire,Date de réception,Titre,Auteur,Editeur,Date d'édition,Lieu d'édition,Edition,Mode d'acquisition,Statut,Fournisseur,N° achat,Prix,Cote,Localisation,Observation
1857,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/95,ENSIA,
1858,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/96,ENSIA,
1859,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/97,ENSIA,
186,2021-12-19,Calcul intégral des fonctions de plusieurs variables : livre13,Zizi Khelifa,OPU,2014.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,,513/ZIZ/4,ENSIA,
1860,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/98,ENSIA,
1861,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/99,ENSIA,
1862,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/100,ENSIA,
1863,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/101,ENSIA,
1864,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/102,ENSIA,
1865,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/103,ENSIA,
1866,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/104,ENSIA,
1867,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/105,ENSIA,
1868,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/106,ENSIA,
1869,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/107,ENSIA,
187,,Calcul intégral des fonctions de plusieurs variables livres 13,Zizi Khelifa,OPU,2014.0,ALGER,,Achat,Consultation sur place,,,,513 ZIZ/5,ENSIA,
1870,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/108,ENSIA,
1871,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/109,ENSIA,
1872,,Cours d'algèbre et exercices corrigés,Hitta.Amara,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,512 HIT/110,ENSIA,
1873,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ /14,ENSIA,
1874,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/15,ENSIA,
1875,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/16,ENSIA,
1876,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/17,ENSIA,
1877,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/18,ENSIA,
1878,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/19,ENSIA,
1879,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/20,ENSIA,
188,,Calcul intégral des fonctions de plusieurs variables livres 13,Zizi Khelifa,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,513/ZIZ/6,ENSIA,
1880,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/21,ENSIA,
1881,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/T2/19,ENSIA,
1882,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/23,ENSIA,
1883,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/24,ENSIA,
1884,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/25,ENSIA,
1885,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/26,ENSIA,
1886,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/27,ENSIA,
1887,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/28,ENSIA,
1888,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/29,ENSIA,
1889,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/30,ENSIA,
189,,Calcul intégral des fonctions de plusieurs variables livres 13,Zizi Khelifa,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,513/ZIZ/7,ENSIA,
1890,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/31,ENSIA,
1891,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/32,ENSIA,
1892,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/33,ENSIA,
1893,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/34,ENSIA,
1894,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/35,ENSIA,
1895,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/36,ENSIA,
1896,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/37,ENSIA,
1897,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/38,ENSIA,
1898,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/39,ENSIA,
1899,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/40,ENSIA,
19,2021-11-01,Structure Des Ordinateurs : Autour Du processeur,"Khelifati, Si Larbi",Office des Publications Universitaires,2017.0,ALGER,5 ED.,Achat,Prêt externe,opu,2021-11-01 00:00:00,710.0,004.22./KOU/1,ENSIA,
190,,Calcul intégral des fonctions de plusieurs variables livres 13,Zizi Khelifa,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,513/ZIZ/8,ENSIA,
1900,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/41,ENSIA,
1901,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/42,ENSIA,
1902,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/43,ENSIA,
1903,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/44,ENSIA,
1904,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/45,ENSIA,
1905,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/46,ENSIA,
1906,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/47,ENSIA,
1907,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/48,ENSIA,
1908,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/49,ENSIA,
1909,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/50,ENSIA,
191,2021-11-27,Management stratégique : Les differentes Approches,EL HADI GHEDGHOUDJ,OPU,2013.0,Alger,,Achat,Consultation sur place,,,,658 GHE/1,ENSIA,
1910,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/51,ENSIA,
1911,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/52,ENSIA,
1912,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/53,ENSIA,
1913,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/54,ENSIA,
1914,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/55,ENSIA,
1915,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/56,ENSIA,
1916,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/57,ENSIA,
1917,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/58,ENSIA,
1918,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/59,ENSIA,
1919,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/60,ENSIA,
192,2021-11-27,Management stratégique : Les differentes Approches,EL HADI GHEDGHOUDJ,OPU,2013.0,Alger,,Achat,Prêt externe,,,,658 GHE/2,ENSIA,
1920,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/61,ENSIA,
1921,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/62,ENSIA,
1922,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/63,ENSIA,
1923,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/64,ENSIA,
1924,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/65,ENSIA,
1925,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/66,ENSIA,
1926,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/67,ENSIA,
1927,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/68,ENSIA,
1928,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/69,ENSIA,
1929,,S.E.M 300 par ses examens TOME2 : analyse et algébre de premiére année des universités et grndes ecoles scientifiques,Mohammed hazi,,2015.0,Alger,4 ed.,Achat,Prêt externe,,,,510 HAZ/70,ENSIA,
193,,Compilation : cours et exercices corrigés,"Ait-Aoudia, Samy",OPU,1992.0,Alger,,Achat,Prêt externe,,,,005.453 AIT/1,ENSIA,
1930,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76N BEN/12,ENSIA,
1931,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/13,ENSIA,
1932,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/14,ENSIA,
1933,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/15,ENSIA,
1934,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/16,ENSIA,
1935,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/17,ENSIA,
1936,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/18,ENSIA,
1937,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN19,ENSIA,
1938,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/10,ENSIA,
1939,,mathématiques rappels et cours exercices résolus,A.BENAYAD,,2004.0,,6 ed.,Achat,Prêt externe,,,,510.76/BEN/21,ENSIA,
194,,Compilation : cours et exercices corrigés,"Ait-Aoudia, Samy",OPU,1992.0,Alger,,Achat,Prêt externe,,,,005.453 AIT/2,ENSIA,
1940,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/15,ENSIA,
1941,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/16,ENSIA,
1942,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/17,ENSIA,
1943,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/18,ENSIA,
1944,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/19,ENSIA,
1945,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/20,ENSIA,
1946,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/21,ENSIA,
1947,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/22,ENSIA,
1948,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/23,ENSIA,
1949,,Eléments de la théorie des probabilités T.2,BOUSSEBOUA MOUSSEDEK,Office des Publications Universitaires,2016.0,ALGERIE,3 ED.,Achat,Prêt externe,,,,519.2 BOU/24,ENSIA,
195,,Compilation : cours et exercices corrigés,"Ait-Aoudia, Samy",OPU,1992.0,Alger,,Achat,Prêt externe,,,,005.453 AIT/3,ENSIA,
1950,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/1,ENSIA,
1951,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/2,ENSIA,
1952,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/3,ENSIA,
1953,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/4,ENSIA,
1954,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/5,ENSIA,
1955,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/6,ENSIA,
1956,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/7,ENSIA,
1957,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/8,ENSIA,
1958,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/9,ENSIA,
1959,,INTRODUCTION A L'ANALYSE MATHEMATIQUE CAHIER 03,KHELLADI.ABDELKADER,,,,,Achat,Prêt externe,,,,515 KHE/10,ENSIA,
196,,Compilation : cours et exercices corrigés,"Ait-Aoudia, Samy",OPU,1992.0,Alger,,Achat,Prêt externe,,,,005.453 AIT/4,ENSIA,
1960,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/9,ENSIA,
1961,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/10,ENSIA,
1962,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/11,ENSIA,
1963,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/12,ENSIA,
1964,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/13,ENSIA,
1965,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/14,ENSIA,
1966,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/15,ENSIA,
1967,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/16,ENSIA,
1968,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/17,ENSIA,
1969,,Introduction à l'analyse mathématique : nombres et suites numeriques: premiéres années du LMD. T. 1,Abdelkader Khelladi,OPU,2018.0,Alger,3 ED.,Achat,Prêt externe,,,,515/KHE/18,ENSIA,
197,2021-12-19,Systèmes d'exploitation : une approche pratique,Mohamed Benmaiza,OPU,2016.0,alger,2e éd.,Achat,Consultation sur place,opu,2021-11-01 00:00:00,834.86,005.432/BEN/1,ENSIA,
1970,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/15/T2,ENSIA,
1971,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/16/T2,ENSIA,
1972,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/17/T2,ENSIA,
1973,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/18/T2,ENSIA,
1974,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/19/T2,ENSIA,
1975,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/20/T2,ENSIA,
1976,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/21/T2,ENSIA,
1977,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/22/T2,ENSIA,
1978,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/23/T2,ENSIA,
1979,,Fonctions de la variable complexe T.2 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.BOU/24/T2,ENSIA,
198,2021-12-19,Systèmes d'exploitation : une approche pratique,Mohamed Benmaiza,OPU,2016.0,alger,2e éd.,Achat,Prêt externe,opu,2021-11-01 00:00:00,834.86,005.432/BEN/2,ENSIA,
1980,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,,ENSIA,
1981,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1982,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1983,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1984,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1985,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
1986,,????? ??????? ?? ??????????? : ?????? ????? ??????,???? ?????,OPU,2017.0,alger,,Achat,Prêt externe,,,,338.04 ????,ENSIA,
